method,scale,property,alpha,requested_candidates,valid_fraction,unique_canonical_fraction_total,changed_from_seed_fraction_all,median_property,median_property_delta,median_sa_score,median_sa_score_delta,median_np_likeness_score,median_np_likeness_delta,fraction_at_decoder_token_budget,expected_sign_fraction_valid,median_seed_similarity,q25_seed_similarity,q75_seed_similarity,scaffold_retention_fraction
MolecuLA continuous OLS,native_l2,HBA,-75.0,50,1.0,0.96,1.0,0.0,-4.0,3.836048697939546,1.4320699282201907,1.3922320810059126,2.0904911643944946,0.0,1.0,0.0636968516715352,0.0473513719512195,0.0841000575043128,0.0
MolecuLA continuous OLS,native_l2,HBA,-60.0,50,1.0,1.0,1.0,0.0,-3.0,3.636287830691294,1.021207341982214,1.1641122854919954,1.9962190585939672,0.0,1.0,0.08031326781326775,0.0625,0.10153061224489796,0.0
MolecuLA continuous OLS,native_l2,HBA,-45.0,50,1.0,1.0,1.0,1.0,-2.0,3.9688040044342294,1.240726725971785,0.797903491770183,1.513959901711945,0.0,0.98,0.13126566416040095,0.09575471698113205,0.1631343283582089,0.0
MolecuLA continuous OLS,native_l2,HBA,-30.0,50,1.0,1.0,0.8,3.0,-1.0,3.1208181298236375,0.5405997875050823,-0.013021901387075006,0.7415033752816634,0.0,0.62,0.3389189189189189,0.16891891891891886,0.601828499369483,0.2765957446808511
MolecuLA continuous OLS,native_l2,HBA,-15.0,50,1.0,1.0,0.08,4.0,0.0,2.4661114655710445,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.92
MolecuLA continuous OLS,native_l2,HBA,0.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,native_l2,HBA,15.0,50,1.0,1.0,0.3,4.0,0.0,2.6306036820454226,0.0,-0.6850681847097368,0.0,0.0,0.22,1.0,0.6887531328320802,1.0,0.84
MolecuLA continuous OLS,native_l2,HBA,30.0,50,1.0,1.0,0.82,6.0,2.0,4.012833729663861,1.3070028794154767,-0.20558726254142579,0.6937529500560273,0.0,0.78,0.3314393939393939,0.18011782032400586,0.5259541117673785,0.2916666666666667
MolecuLA continuous OLS,native_l2,HBA,45.0,50,1.0,1.0,0.98,8.0,4.0,4.96700661407074,2.4655328544571677,0.31815201266623244,1.1293100324475613,0.0,0.9,0.1406593406593406,0.10094339622641507,0.19166666666666662,0.045454545454545456
MolecuLA continuous OLS,native_l2,HBA,60.0,50,1.0,1.0,1.0,11.0,7.0,5.82791835495466,3.132248950082949,0.23418664447486393,1.0446301809897083,0.02,0.96,0.11594473487677365,0.08937266677487421,0.13565145684441998,0.0
MolecuLA continuous OLS,native_l2,HBA,75.0,50,1.0,1.0,1.0,13.0,9.0,5.727937561567753,3.00132340798644,0.2527679953252821,0.915268633459279,0.08,0.9,0.0909090909090909,0.06958128078817732,0.10610302351623735,0.0
MolecuLA continuous OLS,native_l2,HBA,90.0,50,1.0,1.0,1.0,14.5,11.0,6.045592904330498,3.767518669786743,0.16166424660212578,0.744332158675145,0.08,0.9,0.08207070707070704,0.06292067819715423,0.10681818181818176,0.0
MolecuLA continuous OLS,native_l2,HBA,105.0,50,1.0,1.0,1.0,16.0,12.0,6.355448336965242,3.5653243581550345,0.10462454920218693,0.9895588023227142,0.48,0.88,0.07626317702653579,0.05608974358974352,0.09378858553985457,0.0
MolecuLA continuous OLS,native_l2,HBA,120.0,50,1.0,1.0,1.0,19.0,15.0,6.864625277370868,4.328439313085413,0.09531458371130971,0.8493614311602666,0.84,0.86,0.06411009174311924,0.05080213903743308,0.0833333333333333,0.0
MolecuLA continuous OLS,native_l2,HBA,135.0,50,1.0,0.98,1.0,19.0,15.0,6.480476503567398,4.00537690340723,0.007827807514560244,0.7853391477358432,1.0,0.94,0.06073781291172595,0.047762478485370026,0.08750537634408599,0.0
MolecuLA continuous OLS,native_l2,HBA,150.0,50,1.0,0.98,1.0,24.0,19.5,6.676003194112308,4.1562749000352355,0.030616804354634743,0.7874004579607826,1.0,0.94,0.05513029774300665,0.04609090909090905,0.07328177384943607,0.0
MolecuLA continuous OLS,train_std_unit,HBA,-150.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.02,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,-135.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.02,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,-120.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-105.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-90.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-75.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-60.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-45.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-30.0,50,1.0,1.0,0.02,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,HBA,-15.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.02,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,0.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,15.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,30.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,45.0,50,1.0,1.0,0.06,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,HBA,60.0,50,1.0,1.0,0.04,4.0,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.0,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,HBA,75.0,50,1.0,1.0,0.06,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,HBA,90.0,50,1.0,1.0,0.06,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,HBA,105.0,50,1.0,1.0,0.06,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,HBA,120.0,50,1.0,1.0,0.06,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,HBA,135.0,50,1.0,1.0,0.06,4.0,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.0,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,HBA,150.0,50,1.0,1.0,0.08,4.0,0.0,2.4512319297902634,0.0,-0.8713744615904248,0.0,0.0,0.02,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,native_l2,TPSA,-150.0,50,1.0,0.88,1.0,0.0,-57.785000000000004,3.2608657886691494,0.4449951898967863,1.1598557854860942,1.7237150549390088,0.1,1.0,0.04,0.0295215100965759,0.0603799185888738,0.0
MolecuLA continuous OLS,native_l2,TPSA,-135.0,50,1.0,0.94,1.0,0.0,-57.785000000000004,3.142107396699453,0.47295718788941965,1.6950478299998397,2.084676035226253,0.0,1.0,0.052522746071133095,0.029803646563814852,0.06408591408591405,0.0
MolecuLA continuous OLS,native_l2,TPSA,-120.0,50,1.0,0.98,1.0,0.0,-57.785000000000004,3.566921299333291,0.89938279958437,1.7660924558215838,2.352858685941789,0.0,1.0,0.057641196013289,0.0318181818181818,0.07332887700534753,0.0
MolecuLA continuous OLS,native_l2,TPSA,-105.0,50,1.0,0.98,1.0,0.0,-55.580000000000005,3.6600051629283628,1.2526636996770497,1.728603274348773,2.339508188059681,0.0,1.0,0.06201923076923075,0.04805996472663138,0.08059881349647749,0.0
MolecuLA continuous OLS,native_l2,TPSA,-90.0,50,1.0,1.0,1.0,0.0,-55.580000000000005,3.9706922738013524,1.5565309506683,1.635889707312371,2.4057057192744336,0.0,1.0,0.06557572861920685,0.0476190476190476,0.08191410588670861,0.0
MolecuLA continuous OLS,native_l2,TPSA,-75.0,50,1.0,1.0,1.0,0.0,-52.745000000000005,4.241200024934798,1.6164908554531272,1.281355661940676,1.9926714107576764,0.0,1.0,0.0666666666666666,0.059568230277185476,0.0833333333333333,0.0
MolecuLA continuous OLS,native_l2,TPSA,-60.0,50,1.0,1.0,1.0,9.23,-43.86,4.4918915816415685,1.9262926756139755,1.1748855663456408,1.8931163467265255,0.0,1.0,0.09476495726495725,0.07222814498933897,0.12946428571428567,0.0
MolecuLA continuous OLS,native_l2,TPSA,-45.0,50,1.0,1.0,0.98,28.615000000000002,-25.615000000000002,3.8332743135596403,1.0161158502222611,0.5763505561779032,1.129096390618912,0.0,0.94,0.16681157620171405,0.11009485094850947,0.2374378109452736,0.11363636363636363
MolecuLA continuous OLS,native_l2,TPSA,-30.0,50,1.0,1.0,0.64,51.379999999999995,0.0,2.7826751473562634,0.0717486288815401,-0.3647562547209402,0.01165289374058671,0.0,0.46,0.4645354645354645,0.28928571428571426,1.0,0.38
MolecuLA continuous OLS,native_l2,TPSA,-15.0,50,1.0,1.0,0.08,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.1,1.0,1.0,1.0,0.92
MolecuLA continuous OLS,native_l2,TPSA,0.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,native_l2,TPSA,15.0,50,1.0,1.0,0.18,58.53,0.0,2.4661114655710445,0.0,-0.6690392300402616,0.0,0.0,0.18,1.0,1.0,1.0,0.84
MolecuLA continuous OLS,native_l2,TPSA,30.0,50,1.0,1.0,0.76,93.285,29.264999999999997,3.2504962898031478,0.7918483365176332,-0.44508471412602446,0.1461457138172308,0.0,0.74,0.48639269406392693,0.26453260015710917,0.8078358208955224,0.4791666666666667
MolecuLA continuous OLS,native_l2,TPSA,45.0,50,1.0,1.0,0.94,114.295,57.94000000000001,4.160831671763133,1.6054370892887349,0.07003742243347665,0.6938110016208345,0.0,0.86,0.18927203065134096,0.13115942028985503,0.3170644048303623,0.16279069767441862
MolecuLA continuous OLS,native_l2,TPSA,60.0,50,1.0,1.0,1.0,144.615,84.00499999999997,4.712205926080439,2.0604097533853993,0.15846615195020486,1.0422994734335858,0.0,0.94,0.12422839506172835,0.09280893042575278,0.1766666666666666,0.05128205128205128
MolecuLA continuous OLS,native_l2,TPSA,75.0,50,1.0,1.0,1.0,171.305,90.01,5.040110314783819,2.4312506939641616,0.1539255210018976,1.0602248855665595,0.02,0.98,0.08957219251336895,0.07492607924305138,0.11796855809383439,0.03333333333333333
MolecuLA continuous OLS,native_l2,TPSA,90.0,50,1.0,1.0,1.0,164.07500000000002,106.19000000000001,5.252530892943456,2.704865919021816,0.2271404922312672,1.113675585921822,0.06,0.88,0.0829510703363914,0.05729166666666662,0.10446239806704917,0.0
MolecuLA continuous OLS,native_l2,TPSA,105.0,50,1.0,1.0,1.0,167.315,108.33500000000001,5.340174357976788,2.619978918817872,0.2807483489427831,1.1458791546645095,0.12,0.86,0.0673076923076923,0.04887820512820505,0.09661910669975185,0.0
MolecuLA continuous OLS,native_l2,TPSA,120.0,50,1.0,1.0,1.0,163.66,100.53999999999999,5.30727591630946,2.6649865443272676,0.10714898821899858,1.1746941457949855,0.38,0.92,0.06417295813315024,0.039155432196669254,0.08157332700522063,0.0
MolecuLA continuous OLS,native_l2,TPSA,135.0,50,1.0,1.0,1.0,155.685,85.89500000000001,5.577787805098022,3.0457632516020814,0.1361278209237763,1.1595510234579742,0.7,0.9,0.06168478260869565,0.0394947518235189,0.0814265099979385,0.0
MolecuLA continuous OLS,native_l2,TPSA,150.0,50,1.0,1.0,1.0,146.745,90.815,5.48110662008772,3.019631107018064,0.12579117504145826,1.100262009832166,0.92,0.9,0.056079664570230545,0.0377403846153846,0.06734234234234228,0.0
MolecuLA continuous OLS,train_std_unit,TPSA,-150.0,50,1.0,1.0,0.06,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.08,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,TPSA,-135.0,50,1.0,1.0,0.06,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.08,1.0,1.0,1.0,0.94
MolecuLA continuous OLS,train_std_unit,TPSA,-120.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,TPSA,-105.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,TPSA,-90.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,TPSA,-75.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,TPSA,-60.0,50,1.0,1.0,0.02,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,TPSA,-45.0,50,1.0,1.0,0.02,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,TPSA,-30.0,50,1.0,1.0,0.02,57.785000000000004,0.0,2.4512319297902634,0.0,-0.9046971310677188,0.0,0.0,0.06,1.0,1.0,1.0,0.98
MolecuLA continuous OLS,train_std_unit,TPSA,-15.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.08,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,TPSA,0.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,,1.0,1.0,1.0,0.96
MolecuLA continuous OLS,train_std_unit,TPSA,15.0,50,1.0,1.0,0.04,57.785000000000004,0.0,2.4512319297902634,0.0,-0.8399808981387062,0.0,0.0,0.06,1.0,1.0,1.0,0.96
